,age,job,marital,education,balance,housing,loan,campaign,pdays,deposit
413,49.0,blue-collar,married,primary,3,no,yes,6,-1.0,yes
414,27.0,unemployed,single,primary,9,no,yes,2,-1.0,yes
415,30.0,blue-collar,single,secondary,155,yes,yes,3,-1.0,yes
416,35.0,blue-collar,married,secondary,1330,no,no,1,-1.0,yes
417,26.0,blue-collar,single,secondary,-29,yes,no,4,-1.0,yes
418,45.0,entrepreneur,married,unknown,3133,yes,yes,1,-1.0,yes
419,34.0,admin.,married,secondary,-33,yes,yes,1,-1.0,yes
420,28.0,admin.,single,secondary,-170,no,yes,2,-1.0,yes
421,25.0,blue-collar,single,secondary,1243,no,yes,6,-1.0,yes
422,30.0,blue-collar,single,secondary,1598,yes,no,1,-1.0,yes
423,30.0,services,married,secondary,5,no,yes,5,-1.0,yes
424,47.0,services,married,secondary,367,yes,no,4,-1.0,yes
425,57.0,admin.,divorced,secondary,658,no,no,1,-1.0,yes
426,38.0,management,married,tertiary,1722,yes,no,1,-1.0,yes
427,54.0,technician,married,secondary,-315,no,yes,1,-1.0,yes
428,25.0,blue-collar,single,primary,2483,no,no,3,-1.0,yes
429,30.0,blue-collar,married,secondary,0,yes,yes,1,-1.0,yes
430,26.0,management,single,tertiary,45,no,no,3,-1.0,yes
431,31.0,student,married,primary,46,yes,no,1,-1.0,yes
432,29.0,blue-collar,single,secondary,482,no,yes,3,-1.0,yes
433,49.0,blue-collar,married,secondary,3728,yes,no,2,-1.0,yes
434,60.0,retired,divorced,secondary,1099,no,no,2,-1.0,yes
435,60.0,management,married,tertiary,2222,yes,no,2,-1.0,yes
436,29.0,management,single,tertiary,983,yes,no,2,-1.0,yes
437,55.0,management,divorced,secondary,204,yes,no,2,-1.0,yes
438,44.0,admin.,married,secondary,1074,yes,no,2,-1.0,yes
439,47.0,technician,married,secondary,3466,yes,no,2,-1.0,yes
440,35.0,admin.,married,secondary,-203,yes,no,2,-1.0,yes
441,35.0,entrepreneur,married,secondary,2436,no,yes,3,-1.0,yes
442,38.0,technician,married,secondary,976,yes,no,3,-1.0,yes
443,34.0,entrepreneur,married,tertiary,146,yes,no,2,-1.0,yes
444,50.0,technician,married,secondary,156,no,yes,3,-1.0,yes
445,43.0,admin.,married,tertiary,189,yes,no,4,-1.0,yes
446,44.0,admin.,divorced,secondary,163,yes,no,2,-1.0,yes
447,51.0,services,divorced,secondary,242,no,yes,4,-1.0,yes
448,31.0,technician,married,secondary,1173,yes,no,3,-1.0,yes
449,39.0,technician,married,tertiary,0,yes,no,6,-1.0,yes
450,59.0,management,married,tertiary,296,no,yes,3,-1.0,yes
451,25.0,services,single,secondary,333,no,yes,2,-1.0,yes
452,58.0,management,married,tertiary,3864,yes,no,4,-1.0,yes
453,30.0,entrepreneur,married,primary,2686,yes,no,3,-1.0,yes
454,34.0,blue-collar,single,primary,-109,yes,no,4,-1.0,yes
455,51.0,services,divorced,secondary,65,no,yes,1,-1.0,yes
456,60.0,retired,married,secondary,597,no,no,1,-1.0,yes
457,51.0,entrepreneur,married,secondary,-799,no,yes,3,-1.0,yes
458,37.0,management,divorced,tertiary,1775,no,no,5,-1.0,yes
459,30.0,blue-collar,single,primary,0,no,no,3,-1.0,yes
460,46.0,entrepreneur,divorced,secondary,-563,no,yes,4,-1.0,yes
461,29.0,student,single,tertiary,5,no,no,5,-1.0,yes
462,27.0,entrepreneur,married,tertiary,139,no,no,5,-1.0,yes
463,28.0,management,single,tertiary,0,yes,no,5,-1.0,yes
464,34.0,blue-collar,single,secondary,855,yes,no,1,-1.0,yes
465,29.0,blue-collar,single,unknown,694,yes,yes,4,-1.0,yes
466,27.0,management,single,tertiary,151,yes,no,1,-1.0,yes
467,26.0,technician,single,secondary,354,no,no,1,-1.0,yes
468,36.0,management,married,tertiary,673,yes,no,1,-1.0,yes
469,44.0,blue-collar,married,primary,1265,yes,no,1,-1.0,yes
470,39.0,blue-collar,married,tertiary,597,no,no,6,-1.0,yes
471,30.0,technician,married,secondary,-393,yes,yes,1,-1.0,yes
472,31.0,unemployed,divorced,tertiary,256,yes,no,2,-1.0,yes
473,56.0,blue-collar,married,primary,0,yes,no,1,-1.0,yes
474,29.0,blue-collar,married,secondary,2870,yes,no,1,-1.0,yes
475,43.0,blue-collar,married,secondary,184,no,yes,6,-1.0,yes
476,32.0,blue-collar,married,secondary,1905,yes,no,2,-1.0,yes
477,30.0,admin.,single,secondary,-36,no,no,6,-1.0,yes
478,40.0,blue-collar,married,secondary,-839,yes,yes,2,-1.0,yes
479,42.0,services,married,secondary,3465,yes,yes,2,-1.0,yes
480,27.0,student,married,secondary,119,yes,no,2,-1.0,yes
481,35.0,management,married,tertiary,36,no,yes,5,-1.0,yes
482,35.0,housemaid,married,primary,113,yes,no,2,-1.0,yes
483,32.0,blue-collar,single,secondary,118,yes,no,1,-1.0,yes
484,39.0,technician,married,secondary,251,yes,no,2,-1.0,yes
485,31.0,blue-collar,divorced,secondary,-277,yes,no,2,-1.0,yes
486,26.0,services,single,secondary,-189,no,yes,2,-1.0,yes
487,42.0,management,married,tertiary,4,yes,no,1,-1.0,yes
488,27.0,services,single,secondary,1820,yes,no,1,-1.0,yes
489,33.0,self-employed,divorced,secondary,1904,yes,no,2,-1.0,yes
490,51.0,blue-collar,married,primary,201,yes,no,2,-1.0,yes
491,33.0,admin.,married,secondary,0,yes,no,6,-1.0,yes
492,30.0,technician,single,tertiary,178,no,no,3,-1.0,yes
493,52.0,housemaid,married,primary,3798,yes,no,1,-1.0,yes
494,42.0,blue-collar,divorced,primary,301,yes,no,2,-1.0,yes
495,31.0,management,divorced,tertiary,294,yes,no,5,-1.0,yes
496,27.0,services,married,secondary,0,yes,no,5,-1.0,yes
497,44.0,blue-collar,single,secondary,292,no,yes,4,-1.0,yes
498,40.0,entrepreneur,divorced,secondary,2998,yes,no,3,-1.0,yes
499,46.0,housemaid,divorced,primary,2084,yes,no,2,-1.0,yes
500,32.0,services,divorced,secondary,454,yes,no,1,-1.0,yes
501,56.0,technician,divorced,secondary,179,no,no,1,-1.0,yes
502,33.0,blue-collar,married,secondary,661,yes,no,1,-1.0,yes
503,33.0,blue-collar,married,secondary,89,yes,no,2,-1.0,yes
504,32.0,self-employed,married,primary,102,yes,no,1,-1.0,yes
505,41.0,blue-collar,divorced,primary,138,yes,no,3,-1.0,yes
506,31.0,admin.,single,secondary,622,no,no,1,-1.0,yes
507,30.0,admin.,divorced,secondary,10,yes,no,2,-1.0,yes
508,34.0,admin.,divorced,secondary,-251,no,no,1,-1.0,yes
509,43.0,entrepreneur,married,secondary,104,yes,no,3,-1.0,yes
510,28.0,blue-collar,married,secondary,173,no,no,6,-1.0,yes
511,32.0,admin.,divorced,secondary,-46,no,yes,4,-1.0,yes
512,31.0,blue-collar,divorced,secondary,0,yes,yes,4,-1.0,yes
513,35.0,entrepreneur,single,tertiary,145,yes,no,2,-1.0,yes
514,31.0,management,married,tertiary,325,yes,no,2,-1.0,yes
515,25.0,services,single,secondary,2311,no,yes,2,-1.0,yes
516,56.0,retired,divorced,tertiary,158,no,yes,1,-1.0,yes
517,47.0,technician,married,secondary,1981,yes,no,2,-1.0,yes
518,39.0,management,married,tertiary,1423,yes,no,3,-1.0,yes
519,51.0,management,married,tertiary,2455,yes,no,1,-1.0,yes
520,54.0,technician,divorced,secondary,859,no,yes,1,-1.0,yes
521,58.0,retired,married,unknown,4087,no,no,4,-1.0,yes
522,42.0,unemployed,married,unknown,970,yes,no,6,-1.0,yes
523,56.0,services,married,primary,486,no,yes,1,-1.0,yes
524,55.0,housemaid,married,secondary,127,yes,no,6,-1.0,yes
525,26.0,blue-collar,single,primary,409,yes,no,2,-1.0,yes
526,40.0,admin.,single,secondary,664,no,no,2,-1.0,yes
527,26.0,technician,single,secondary,223,no,yes,3,-1.0,yes
528,35.0,management,single,tertiary,-324,no,yes,6,-1.0,yes
529,34.0,services,single,secondary,-30,no,no,3,-1.0,yes
530,41.0,management,single,tertiary,1253,no,no,5,-1.0,yes
531,44.0,management,married,primary,4087,yes,no,6,-1.0,yes
532,33.0,management,single,tertiary,30,yes,no,1,-1.0,yes
533,36.0,management,divorced,tertiary,81,no,yes,1,-1.0,yes
534,38.0,technician,married,secondary,0,yes,no,1,-1.0,yes
535,35.0,technician,married,tertiary,328,yes,no,2,-1.0,yes
536,41.0,technician,single,tertiary,145,no,no,2,-1.0,yes
537,41.0,management,divorced,unknown,465,yes,no,1,-1.0,yes
538,28.0,blue-collar,married,secondary,751,yes,no,5,-1.0,yes
539,26.0,services,married,secondary,-379,yes,yes,6,-1.0,yes
540,39.0,blue-collar,single,secondary,0,no,no,4,-1.0,yes
541,25.0,admin.,married,unknown,349,yes,no,6,-1.0,yes
542,37.0,admin.,married,secondary,1110,yes,no,6,-1.0,yes
543,25.0,management,married,secondary,2228,yes,no,1,-1.0,yes
544,46.0,management,divorced,tertiary,2166,yes,no,1,-1.0,yes
545,25.0,blue-collar,single,secondary,-247,yes,no,1,-1.0,yes
546,28.0,technician,single,tertiary,-123,no,yes,1,-1.0,yes
547,33.0,services,divorced,secondary,44,no,yes,1,-1.0,yes
548,32.0,management,single,secondary,131,yes,yes,2,-1.0,yes
549,32.0,blue-collar,married,secondary,476,yes,no,6,-1.0,yes
550,47.0,technician,single,secondary,1101,yes,no,3,-1.0,yes
551,50.0,entrepreneur,married,tertiary,-168,yes,no,2,-1.0,yes
552,27.0,technician,married,secondary,-392,yes,no,2,-1.0,yes
553,45.0,admin.,married,secondary,524,yes,no,1,-1.0,yes
554,51.0,admin.,single,secondary,895,no,no,2,-1.0,yes
555,36.0,admin.,married,secondary,212,yes,yes,6,-1.0,yes
556,51.0,self-employed,married,secondary,95,yes,no,4,-1.0,yes
557,33.0,services,single,tertiary,395,yes,no,6,-1.0,yes
558,59.0,technician,married,secondary,135,yes,yes,4,-1.0,yes
559,38.0,entrepreneur,married,tertiary,0,no,no,2,-1.0,yes
560,40.0,services,married,secondary,471,yes,no,4,-1.0,yes
561,51.0,blue-collar,married,primary,603,yes,no,2,-1.0,yes
562,41.0,entrepreneur,single,secondary,663,no,no,1,-1.0,yes
563,38.0,entrepreneur,married,secondary,593,yes,yes,6,-1.0,yes
564,31.0,management,married,tertiary,1224,yes,yes,2,-1.0,yes
565,28.0,admin.,single,secondary,2,yes,no,1,-1.0,yes
566,41.0,blue-collar,married,secondary,720,no,yes,1,-1.0,yes
567,33.0,management,divorced,tertiary,990,yes,no,2,-1.0,yes
568,25.0,student,single,secondary,1747,yes,no,1,-1.0,yes
569,45.0,admin.,divorced,secondary,59,yes,no,6,-1.0,yes
570,31.0,blue-collar,married,primary,33,yes,no,2,-1.0,yes
571,28.0,services,single,secondary,340,yes,no,2,-1.0,yes
572,49.0,technician,divorced,secondary,305,no,no,2,-1.0,yes
573,25.0,services,married,secondary,0,yes,no,6,-1.0,yes
574,28.0,unemployed,single,tertiary,497,yes,no,6,-1.0,yes
575,54.0,retired,married,secondary,1371,no,no,2,-1.0,yes
576,28.0,technician,single,tertiary,1628,yes,no,2,-1.0,yes
577,27.0,technician,single,tertiary,372,yes,yes,2,-1.0,yes
578,49.0,blue-collar,single,primary,566,yes,no,2,-1.0,yes
579,53.0,blue-collar,married,primary,343,yes,no,5,-1.0,yes
580,26.0,technician,single,secondary,941,no,yes,1,-1.0,yes
581,37.0,services,married,secondary,775,no,yes,1,-1.0,yes
582,34.0,blue-collar,single,secondary,1759,no,yes,1,-1.0,yes
583,51.0,retired,married,primary,1495,no,no,4,-1.0,yes
584,39.0,housemaid,married,secondary,1444,no,no,6,-1.0,yes
585,35.0,technician,single,tertiary,470,yes,no,6,-1.0,yes
586,51.0,unemployed,married,primary,1162,yes,no,1,-1.0,yes
587,30.0,management,single,tertiary,2,yes,yes,6,-1.0,yes
588,42.0,blue-collar,single,primary,1628,yes,no,6,-1.0,yes
589,54.0,management,married,secondary,1134,yes,no,3,-1.0,yes
590,51.0,blue-collar,married,primary,0,yes,yes,3,-1.0,yes
591,57.0,retired,divorced,primary,63,no,yes,6,-1.0,yes
592,30.0,management,married,tertiary,1221,yes,no,4,-1.0,yes
593,37.0,blue-collar,single,secondary,4087,no,yes,4,-1.0,yes
594,39.0,technician,married,secondary,4087,yes,no,6,-1.0,yes
595,35.0,technician,married,tertiary,1629,no,no,4,-1.0,yes
596,48.0,management,married,secondary,268,yes,no,6,-1.0,yes
597,31.0,management,married,tertiary,0,yes,yes,6,-1.0,yes
598,35.0,self-employed,married,secondary,4087,yes,no,3,-1.0,yes
599,48.0,housemaid,married,secondary,513,no,yes,3,-1.0,yes
600,53.0,housemaid,married,primary,362,no,no,2,-1.0,yes
601,27.0,technician,single,secondary,3933,no,no,3,-1.0,yes
602,55.0,technician,married,secondary,3899,yes,no,4,-1.0,yes
603,40.0,services,married,secondary,473,yes,no,3,-1.0,yes
604,40.0,self-employed,single,tertiary,1616,no,no,6,-1.0,yes
605,38.0,blue-collar,divorced,secondary,1817,yes,no,4,-1.0,yes
606,54.0,retired,single,secondary,129,no,yes,2,-1.0,yes
607,54.0,technician,married,secondary,1938,no,yes,3,-1.0,yes
608,50.0,admin.,single,secondary,133,no,no,4,-1.0,yes
609,48.0,management,divorced,tertiary,2263,no,no,2,-1.0,yes
610,41.0,services,married,unknown,1538,no,no,2,-1.0,yes
611,51.0,blue-collar,divorced,primary,5,no,no,2,-1.0,yes
612,42.0,technician,single,tertiary,2625,no,no,2,-1.0,yes
613,58.0,retired,divorced,secondary,1080,yes,no,2,-1.0,yes
614,47.0,unemployed,married,secondary,312,no,no,1,-1.0,yes
615,58.0,admin.,married,secondary,145,yes,no,6,-1.0,yes
616,41.0,blue-collar,married,secondary,-190,no,yes,3,-1.0,yes
617,50.0,admin.,married,secondary,2678,no,no,6,-1.0,yes
618,46.0,housemaid,married,secondary,271,yes,no,6,-1.0,yes
619,44.0,blue-collar,married,secondary,0,no,no,2,-1.0,yes
620,36.0,services,married,secondary,0,no,no,2,-1.0,yes
621,58.0,management,divorced,secondary,3161,no,no,2,-1.0,yes
622,44.0,unemployed,single,primary,-4,no,yes,2,-1.0,yes
623,49.0,entrepreneur,divorced,unknown,-701,yes,no,2,-1.0,yes
624,55.0,management,married,tertiary,-375,no,no,2,-1.0,yes
625,52.0,unemployed,married,primary,959,no,no,2,-1.0,yes
626,60.0,retired,divorced,secondary,1091,no,no,5,-1.0,yes
627,41.0,services,married,unknown,-1,no,yes,4,-1.0,yes
628,36.0,management,married,tertiary,96,no,no,4,-1.0,yes
629,41.0,blue-collar,divorced,primary,0,no,no,2,-1.0,yes
630,50.0,entrepreneur,married,tertiary,230,no,no,4,-1.0,yes
631,44.0,housemaid,married,primary,-156,no,yes,2,-1.0,yes
632,54.0,technician,married,secondary,114,no,no,3,-1.0,yes
633,35.0,management,married,tertiary,-468,yes,no,6,-1.0,yes
634,59.0,retired,divorced,secondary,679,no,no,4,-1.0,yes
635,42.0,entrepreneur,married,unknown,206,yes,no,2,-1.0,yes
636,27.0,management,single,tertiary,1,yes,no,4,-1.0,yes
637,59.0,housemaid,divorced,primary,2518,no,no,3,-1.0,yes
638,43.0,admin.,married,secondary,378,no,no,6,-1.0,yes
639,39.0,technician,single,secondary,391,no,yes,4,-1.0,yes
640,33.0,unemployed,married,secondary,-144,no,no,3,-1.0,yes
641,36.0,self-employed,single,tertiary,1240,no,no,3,-1.0,yes
642,35.0,blue-collar,divorced,primary,1792,yes,no,6,-1.0,yes
643,50.0,blue-collar,married,unknown,2284,yes,no,6,-1.0,yes
644,55.0,technician,married,secondary,264,yes,yes,5,-1.0,yes
645,51.0,unemployed,divorced,tertiary,0,no,no,2,-1.0,yes
646,48.0,entrepreneur,married,tertiary,-392,no,no,4,-1.0,yes
647,55.0,housemaid,divorced,primary,77,no,no,6,-1.0,yes
648,30.0,services,married,secondary,48,yes,no,6,-1.0,yes
649,53.0,blue-collar,married,primary,252,no,no,4,-1.0,yes
650,40.0,blue-collar,married,secondary,1954,no,no,2,-1.0,yes
651,44.0,technician,married,primary,755,no,yes,4,-1.0,yes
652,49.0,management,divorced,tertiary,755,no,no,4,-1.0,yes
653,40.0,admin.,married,secondary,341,no,no,5,-1.0,yes
654,58.0,unemployed,married,primary,1183,no,no,5,-1.0,yes
655,49.0,services,married,secondary,388,no,no,4,-1.0,yes
656,38.0,technician,married,secondary,1919,no,no,1,-1.0,yes
657,51.0,housemaid,divorced,tertiary,1613,no,no,1,-1.0,yes
658,36.0,management,divorced,tertiary,0,no,no,1,-1.0,yes
659,55.0,retired,married,secondary,0,no,no,1,-1.0,yes
660,43.0,technician,married,tertiary,0,no,no,2,-1.0,yes
661,60.0,management,divorced,secondary,0,no,no,3,-1.0,yes
662,57.0,retired,married,secondary,466,no,no,2,-1.0,yes
663,41.0,technician,married,tertiary,515,no,no,2,-1.0,yes
664,50.0,technician,married,tertiary,2313,no,no,1,-1.0,yes
665,53.0,blue-collar,married,secondary,-8,no,no,1,-1.0,yes
666,59.0,retired,married,primary,1634,yes,yes,1,-1.0,yes
667,59.0,housemaid,married,primary,100,no,no,1,-1.0,yes
668,52.0,unknown,married,unknown,4087,no,no,3,-1.0,yes
669,58.0,management,divorced,tertiary,1257,no,no,1,-1.0,yes
670,59.0,retired,married,primary,3400,yes,no,3,-1.0,yes
671,49.0,technician,single,secondary,1377,no,no,1,-1.0,yes
672,33.0,management,divorced,tertiary,2885,no,no,2,-1.0,yes
673,55.0,blue-collar,married,primary,512,no,no,2,-1.0,yes
674,42.0,technician,married,tertiary,921,no,no,3,-1.0,yes
675,52.0,services,married,secondary,1000,no,no,2,-1.0,yes
676,38.0,technician,married,tertiary,202,no,no,2,-1.0,yes
677,55.0,technician,married,tertiary,169,no,yes,2,-1.0,yes
678,49.0,technician,married,tertiary,3726,no,no,2,-1.0,yes
679,56.0,technician,divorced,secondary,146,yes,no,3,-1.0,yes
680,46.0,technician,married,secondary,940,no,no,2,-1.0,yes
681,57.0,retired,divorced,tertiary,734,no,no,4,-1.0,yes
682,61.0,retired,married,secondary,77,no,no,4,-1.0,yes
683,45.0,admin.,married,secondary,925,no,no,2,-1.0,yes
684,39.0,management,married,tertiary,1836,no,no,3,-1.0,yes
685,46.0,admin.,married,secondary,660,no,no,2,-1.0,yes
686,43.0,management,single,tertiary,1304,no,no,2,-1.0,yes
687,34.0,services,married,secondary,2956,no,no,2,-1.0,yes
688,35.0,management,divorced,tertiary,146,no,no,2,-1.0,yes
689,36.0,management,divorced,tertiary,36,no,no,4,-1.0,yes
690,45.0,management,divorced,tertiary,1,no,no,2,-1.0,yes
691,47.0,technician,married,secondary,2480,no,no,2,-1.0,yes
692,42.0,technician,married,tertiary,4087,yes,no,4,-1.0,yes
693,40.0,management,single,tertiary,0,no,no,6,-1.0,yes
694,40.0,technician,divorced,secondary,311,no,no,2,-1.0,yes
695,32.0,technician,married,secondary,560,no,no,4,-1.0,yes
696,33.0,technician,single,secondary,3059,no,yes,2,-1.0,yes
697,32.0,self-employed,married,tertiary,1423,no,no,4,-1.0,yes
698,46.0,blue-collar,married,primary,874,no,no,1,-1.0,yes
699,50.0,admin.,married,secondary,706,yes,no,4,-1.0,yes
700,51.0,blue-collar,married,primary,4087,no,no,6,-1.0,yes
701,30.0,management,single,tertiary,4087,no,no,3,-1.0,yes
702,39.0,technician,single,secondary,1104,no,no,2,-1.0,yes
703,47.0,admin.,married,secondary,3070,no,no,4,-1.0,yes
704,40.0,technician,divorced,secondary,0,no,no,2,-1.0,yes
705,50.0,blue-collar,married,primary,4087,yes,no,2,-1.0,yes
706,60.0,management,married,tertiary,0,no,no,3,-1.0,yes
707,32.0,management,single,tertiary,4087,no,no,6,-1.0,yes
708,57.0,technician,married,tertiary,4087,no,no,2,-1.0,yes
709,41.0,self-employed,married,tertiary,231,no,no,2,-1.0,yes
710,50.0,technician,married,secondary,3176,no,no,1,-1.0,yes
711,46.0,technician,divorced,secondary,-824,yes,no,3,-1.0,yes
712,31.0,management,married,tertiary,676,no,no,1,-1.0,yes
713,36.0,technician,single,secondary,651,no,no,1,-1.0,yes
714,45.0,technician,divorced,secondary,2657,no,no,3,-1.0,yes
715,33.0,technician,divorced,secondary,801,no,no,5,-1.0,yes
716,47.0,services,married,secondary,405,no,yes,2,-1.0,yes
717,35.0,management,married,tertiary,82,no,no,4,-1.0,yes
718,38.0,management,married,tertiary,179,no,no,4,-1.0,yes
719,33.0,management,married,tertiary,1047,no,no,4,-1.0,yes
720,44.0,technician,single,secondary,4087,no,no,2,-1.0,yes
721,31.0,management,single,tertiary,165,no,yes,2,-1.0,yes
722,31.0,management,single,tertiary,37,no,no,2,-1.0,yes
723,49.0,services,married,secondary,823,no,no,4,-1.0,yes
724,52.0,services,married,primary,1625,no,no,2,-1.0,yes
725,31.0,technician,married,tertiary,120,no,no,1,-1.0,yes
726,35.0,management,married,tertiary,2957,yes,yes,3,-1.0,yes
727,31.0,management,single,tertiary,2,no,no,1,-1.0,yes
728,36.0,technician,divorced,secondary,1,no,no,3,-1.0,yes
729,39.0,management,married,tertiary,1795,no,no,6,-1.0,yes
730,46.0,management,married,tertiary,4,no,no,4,-1.0,yes
731,48.0,blue-collar,married,primary,476,no,no,3,-1.0,yes
732,36.0,management,married,tertiary,9,no,no,4,-1.0,yes
733,30.0,management,married,tertiary,131,yes,no,6,-1.0,yes
734,33.0,management,single,tertiary,1120,no,no,2,-1.0,yes
735,57.0,housemaid,married,primary,2785,no,no,4,-1.0,yes
736,33.0,management,single,tertiary,0,no,no,6,-1.0,yes
737,35.0,management,married,tertiary,43,no,no,4,-1.0,yes
738,53.0,management,married,tertiary,0,no,no,2,-1.0,yes
739,41.0,management,married,secondary,456,yes,no,4,-1.0,yes
740,32.0,management,single,secondary,2018,no,no,1,-1.0,yes
741,41.0,management,married,tertiary,0,no,no,5,-1.0,yes
742,35.0,technician,single,secondary,354,no,no,3,-1.0,yes
743,48.0,blue-collar,married,primary,719,no,yes,5,-1.0,yes
744,34.0,management,married,tertiary,828,no,yes,3,-1.0,yes
745,47.0,blue-collar,married,secondary,2787,no,no,1,-1.0,yes
746,46.0,unemployed,married,secondary,2551,no,no,2,-1.0,yes
747,60.0,retired,married,secondary,2722,no,no,2,-1.0,yes
748,39.0,management,married,secondary,1880,no,no,2,-1.0,yes
749,57.0,blue-collar,married,primary,2112,no,no,2,-1.0,yes
750,36.0,unemployed,divorced,secondary,871,no,no,3,-1.0,yes
751,30.0,management,married,secondary,850,no,no,2,-1.0,yes
752,33.0,technician,married,secondary,3243,no,no,4,-1.0,yes
753,30.0,management,married,tertiary,1567,yes,no,4,-1.0,yes
754,36.0,technician,single,secondary,12,no,no,2,-1.0,yes
755,49.0,blue-collar,married,primary,128,no,no,2,-1.0,yes
756,49.0,blue-collar,married,secondary,553,no,no,6,-1.0,yes
757,40.0,unemployed,divorced,secondary,1694,no,no,6,-1.0,yes
758,49.0,blue-collar,married,primary,408,no,no,4,-1.0,yes
759,38.0,management,married,tertiary,1223,no,no,5,-1.0,yes
760,31.0,management,single,tertiary,1858,no,no,3,-1.0,yes
761,34.0,management,married,tertiary,520,yes,no,4,-1.0,yes
762,39.0,management,married,tertiary,271,yes,no,1,-1.0,yes
763,40.0,management,married,secondary,4087,no,no,3,-1.0,yes
764,47.0,technician,married,secondary,568,yes,no,1,-1.0,yes
765,37.0,technician,single,secondary,3665,no,no,3,-1.0,yes
766,44.0,technician,single,secondary,244,yes,no,4,-1.0,yes
767,55.0,management,married,tertiary,568,no,no,6,-1.0,yes
